rand,setID,id,collection,dc.audience,dc.contributor,dc.contributor.advisor,dc.contributor.editor,dc.contributor.sponsor,dc.creator,dc.date.accessioned,dc.date.available,dc.date.created,dc.date.issued,dc.date.updated,dc.description.abstract[en],dc.description.sponsorship[en],dc.description.tableofcontents[en],dc.description[en],dc.format.extent[en],dc.format.medium[en],dc.format.mimetype,dc.identifier.citation[en],dc.identifier.doi,dc.identifier.isbn,dc.identifier.issn,dc.identifier.other,dc.identifier.uri,dc.identifier.url,dc.language.iso,dc.provenance,dc.publisher,dc.relation.ispartof[en],dc.relation.ispartofseries,dc.relation.ispartofseries[en],dc.relation.uri[en],dc.rights.requestable[en],dc.rights.uri,dc.rights[en],dc.subject.lcsh[en],dc.subject[en],dc.title.alternative[en],dc.title[en],dc.type[en],local.department[en],local.embargo.lift,local.embargo.terms,,Verbs,Relevance,ActivityType
2,1172,b4d2e253-49bd-47e7-af41-df55efd6b26d,1969.1/93296,,,,,,"Singh, Vijay P.||Zhang, Lan",2017-10-19T16:11:28Z,2017-10-19T16:11:28Z,,2012-09-24,,"Multivariate hydrologic frequency analysis has been widely studied using: (1) commonly known joint distributions or copula functions with the assumption of univariate variables being independently identically distributed (I.I.D.) random variables; or (2) directly applying the entropy theory-based framework. However, for the I.I.D. univariate random variable assumption, the univariate variable may be considered as independently distributed, but it may not be identically distributed; and secondly, the commonly applied Pearson’s coefficient of correlation (y) is not able to capture the nonlinear dependence structure that usually exists. Thus, this study attempts to combine the copula theory with the entropy theory for bivariate rainfall and runoff analysis. The entropy theory is applied to derive the univariate rainfall and runoff distributions. It permits the incorporation of given or known information, codified in the form of constraints and results in a universal solution of univariate probability distributions. The copula theory is applied to determine the joint rainfall-runoff distribution. Application of the copula theory results in: (i) the detection of the nonlinear dependence between the correlated random variables-rainfall and runoff, and (ii) capturing the tail dependence for risk analysis through joint return period and conditional return period of rainfall and runoff. The methodology is validated using annual daily maximum rainfall and the corresponding daily runoff (discharge) data collected from watersheds near Riesel, Texas (small agricultural experimental watersheds) and Cuyahoga
River watershed, Ohio.",,,,,,,,10.3390/e14091784,,1099-4300,,http://hdl.handle.net/1969.1/164687,,en_US,,,,,,,,,,,Shannon entropy||Principle of maximum entropy||Rainfall||Runoff||Univariate probability distribution||Copulas,,Bivariate Rainfall and Runoff Analysis Using Entropy and Copula Theories,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
3,1173,a70c819a-5a2e-4fba-b608-07e589ad895a,1969.1/93296,,,,,,"Hong, Seungjin||Kim, Gilho||Kim, Hung Soo||Kim, Soojun||Kwak, Jaewon",2017-10-19T16:01:24Z,2017-10-19T16:01:24Z,,2015-06-29,,"Since its recurrence in 1986, scrub typhus has been occurring annually and it is considered as one of the most prevalent diseases in Korea. Scrub typhus is a 3rd grade nationally notifiable disease that has greatly increased in Korea since 2000. The objective of this study is to construct a disease incidence model for prediction and quantification of the incidences of scrub typhus. Using data from 2001 to 2010, the incidence Artificial Neural Network (ANN) model, which considers the time-lag between scrub typhus and minimum temperature, precipitation and average wind speed based on the Granger causality and spectral analysis, is constructed and tested for 2011 to 2012. Results show reliable simulation of scrub typhus incidences with selected predictors, and indicate that the seasonality in meteorological data should be considered.",,,,,,,,10.3390/ijerph120707254,,,,http://hdl.handle.net/1969.1/164685,,en_US,,,,,,,,,,,Scrub typhus||ANN||Meteorological variables,,Scrub Typhus Incidence Modeling with Meteorological Factors in South Korea,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
5,1175,f258a540-b38d-48fd-8734-538258bdcad5,1969.1/93296,,,,,,"Hao, Z.||Singh, V. P.",2017-10-19T16:47:57Z,2017-10-19T16:47:57Z,,2013,,"Synthetic streamflows at different sites in a river basin are needed for planning, operation, and management of water resources projects. Modeling the temporal and spatial dependence structure of monthly streamflow at different sites is generally required. In this study, the maximum entropy copula method is proposed for multisite monthly streamflow simulation, in which the temporal and spatial dependence structure is imposed as constraints to derive the maximum entropy copula. The monthly streamflows at different sites are then generated by sampling from the conditional distribution. A case study for the generation of monthly streamflow at three sites in the Colorado River basin illustrates the application of the proposed method. Simulated streamflow from the maximum entropy copula is in satisfactory agreement with observed streamflow.",,,,,,,,10.1002/wrcr.20523,,,,http://hdl.handle.net/1969.1/164692,,en_US,,American Geophysical Union,,,,,,,,,,,Modeling multisite streamflow dependence with maximum entropy copula,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
6,1176,6f2675f9-98da-4105-b207-9390e2884767,1969.1/93296,,,,,,"de Lima, J. L. M. P.||Dinis, P.A.||de Lima, M.I.P.||Cunha, P.P.||Azevedo, J.M.||Singh, V.P.||Abreu, J.M.",2017-10-19T21:47:19Z,2017-10-19T21:47:19Z,,2011,,"This study describes and interprets the evolution of grain-size distribution of sediment yields generated
in an experimental soil flume subjected to downstream and upstream moving rain storms. Results of laboratory experiments
show that downstream moving storms cause more soil loss than do upstream moving storms. The pattern of sediment
grain-size evolution in time during a runoff event exhibits a clear dependence on the direction of storm movement.
A strong relationship between overland flow discharge and mean sediment size is found. Nevertheless, the mean
grain-size of sediments transported during the rising limb of the hydrograph is coarser than during the recession limb of
the hydrograph. This is more marked for downstream moving storms.",,,,,,,"de Lima, J. P., Dinis, P. A., Souza, C. S., de Lima, M. P., Cunha, P. P., Azevedo, J. M., & ... Mugnai, A. (2011). Patterns of grain-size temporal variation of sediment transported by overland flow associated with moving storms: interpreting soil flume experiments. Natural Hazards & Earth System Sciences, 11(9), 2605-2615. doi:10.5194/nhess-11-2605-2011",10.5194/nhess-11-2605-2011,,2605-2615,,http://hdl.handle.net/1969.1/164730,,en_US,,Copernicus Publications on behalf of the European Geosciences Union,,,,,,,,,MODELING WATER EROSION||WIND-DRIVEN RAIN||PHYSICAL PRINCIPLES||LASER DIFFRACTION||SURFACE RUNOFF,,Patterns of grain-size temporal variation of sediment transported by overland flow associated with moving storms: interpreting soil flume experiments,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
1,1177,cb0e9de4-e21a-4635-b218-79f4f302a799,1969.1/93296,,,,,,"Singh, Vijay P.||Tayfur, Gokmen",2017-10-19T13:32:14Z,2017-10-19T13:32:14Z,,2006-12-01,,"This study presents the development of artificial neural network _ANN_ and fuzzy logic _FL_ models for predicting event-based rainfall runoff and tests these models against the kinematic wave approximation _KWA_. A three-layer feed-forward ANN was developed using the sigmoid function and the backpropagation algorithm. The FL model was developed employing the triangular fuzzy membership functions for the input and output variables. The fuzzy rules were inferred from the measured data. The measured event based rainfall-runoff peak discharge data from laboratory flume and experimental plots were satisfactorily predicted by the ANN, FL, and KWA models. Similarly, all the three models satisfactorily simulated event-based rainfall-runoff hydrographs from experimental plots with comparable error measures. ANN and FL models also satisfactorily simulated a measured hydrograph from a small watershed 8.44 km2 in area. The results provide insights into the adequacy of ANN and FL methods as well as their competitiveness against the KWA for simulating event-based rainfall-runoff processes.",,,,,,,,10.1061/ ASCE 0733-9429 2006 132:12 1321,,,,http://hdl.handle.net/1969.1/164659,,en_US,,,,,,,,,,,Rainfall||Runoff||Neural networks||Fuzzy sets||Kinematic wave theory||Simulation,,ANN and Fuzzy Logic Models for Simulating Event-Based Rainfall-Runoff,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
2,1178,a370db88-bd41-436f-82cc-ebe254120bf1,1969.1/93296,,,,,,"Singh, Vijay P.||Swiatek, Dorota||Tayfur, Gokmen||Wita, Andrew",2017-10-19T14:10:58Z,2017-10-19T14:10:58Z,,2005-06-01,,"A finite element method (FEM) and an artificial neural network (ANN) model were developed to simulate flow through
Jeziorsko earthfill dam in Poland. The developed FEM is capable of simulating two-dimensional unsteady and nonuniform flow through a nonhomogenous and anisotropic saturated and unsaturated porous body of an earthfill dam. For Jeziorsko dam, the FEM model had 5,497 triangular elements and 3,010 nodes, with the FEM network being made denser in the dam body and in the neighborhood of the drainage ditches. The ANN model developed for Jeziorsko dam was a feedforward three layer network employing the sigmoid function as an activator and the back-propagation algorithm for the network learning. The water levels on the upstream and downstream sides of the dam were input variables and the water levels in the piezometers were the target outputs in the ANN model. The two models were calibrated and verified using the piezometer data collected on a section of the Jeziorsko dam. The water levels computed by the models satisfactorily compared with those measured by the piezometers. The model results also revealed that the ANN model performed as good as and in some cases better than the FEM model. This case study offers insight into the adequacy of ANN as well as its competitiveness against FEM for predicting seepage through an earthfill dam body.",,,,,,,,10.1061/(ASCE)0733-9429(2005)131:6(431),,0733-9429,,http://hdl.handle.net/1969.1/164665,,en_US,,,,,,,,,,,Seepage||Dams||Earth||Poland||Neural networks||Numerical models||Case reports,,Case Study: Finite Element Method and Artificial Neural Network Models for Flow through Jeziorsko Earthfill Dam in Poland,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
3,1179,b51aaf93-91d0-441f-8f9d-f13f92818fa9,1969.1/93296,,,,,,"Scarlatos, Panagiotis D.||Singh, Vijay P.",2017-10-19T13:23:40Z,2017-10-19T13:23:40Z,,1987-01-01,,"The three-parameter nonlinear Muskingum method for flood routing is analyzed. Analytical solutions for simplifying cases and approximate integral solutions for general cases are derived. Its accuracy depends mainly on the parameter k. Unlike the linear case, the weighting factor is much less significant. A comparison with the linear case using four sets of inflow-outflow data shows that the nonlinear method is less accurate than its linear counterpart. Also, the accuracy varies from one nonlinear version to another.",,,,,,,,,,0733-9429,,http://hdl.handle.net/1969.1/164657,,en_US,,,,,,,,,,,,,Analysis of Nonlinear Muskingum Flood Routing,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
5,1181,9c62b210-6160-41a6-8591-bcd97543c4a6,1969.1/93296,,,,,,"Byrd, Aaron||Cui, Huijuan||Singh, Vijay P.",2017-10-19T15:01:41Z,2017-10-19T15:01:41Z,,2014-08-20,,"Using the entropy theory, this paper derives an instantaneous unit sediment graph (IUSG or USG) to determine sediment discharge and the relation between sediment yield and runoff volume. The derivation of IUSG requires an expression of the effective sediment erosion intensity whose relation with rainfall is revisited. The entropy theory provides an efficient way to estimate the parameters involved in the derivations. Sediment discharge is also computed using the instantaneous unit hydrograph (IUH), which can also be derived using the entropy theory. This method works as well as the IUSG method, especially when the peak sediment discharge and peak runoff occur at the same time. The entropy theory yields the probability distribution of sediment yield and of sediment discharge, which can then be used to estimate uncertainty in sediment yield prediction.",,,,,,,,10.1061/(ASCE)HE.1943-5584.0001068,,1084-0699,,http://hdl.handle.net/1969.1/164675,,en_US,,,,,,,,,,,Entropy theory||Sediment yield||Sediment discharge||Unit hydrograph||Unit sediment graph,,Sediment Graphs Based on Entropy Theory,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
6,1182,234423e9-e3cf-4b3e-95c1-8cba33bf9bdf,1969.1/93296,,,,,,"Singh, Vijay P.||Yu, Fang Xin",2017-10-19T14:21:43Z,2017-10-19T14:21:43Z,,1995-02,,"Five major modifications to the Galerkin finite-element formulation for solute transport were made in this study: (1) A mixed formulation for the time-derivative term of the governing equation was developed by combining the Galerkin method and the collocation method; (2) a general and useful formulation for the advection and dispersion terms was derived by applying Green's theorem so that any given advection-dominated boundary conditions can be correctly handled; (3) simpler expressions for leaky boundary conditions and surface flux conditions were developed using the unit step function; (4) nonambiguous expressions of the source and sink terms were derived using the Dirac delta function; and (5) a finite-integration solution scheme was developed to solve the system of ordinary differential equations, and a discussion critical to the use of the finite-difference solution scheme was presented. The effects of these five modifications on numerical solution were investigated.",,,,,,,,,,0733-9429,,http://hdl.handle.net/1969.1/164667,,en_US,,,,,,,,,,,,,Improved Finite-Element Method for Solute Transport,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
1,1183,649649f1-eace-468d-a55b-06d9f86feff3,1969.1/93296,,,,,,"Bengtsson, Lars||Deng, Zhi-Qiang||Singh, Vijay P.",2017-10-19T14:44:35Z,2017-10-19T14:44:35Z,,2004-05-01,,"Numerical schemes and stability criteria are developed for solution of the one-dimensional fractional advection-dispersion equation (FRADE) derived by revising Fick’s first law. Employing 74 sets of dye test data measured on natural streams, it is found that the fractional order F of the partial differential operator acting on the dispersion term varies around the most frequently occurring value of F=1.65 in the range of 1.4 to 2.0. Two series expansions are proposed for approximation of the limit definitions of fractional derivatives. On this ground, two three-term finite-difference schemes—‘‘1.3 Backward Scheme’’ having the first-order accuracy and ‘‘F.3 Central Scheme’’ possessing the F-th order accuracy—are presented for fractional order derivatives. The F.3 scheme is found to perform better than does the 1.3 scheme in terms of error and stability analyses and is thus recommended for numerical solution of FRADE. The fractional dispersion model characterized by the FRADE and the F.3 scheme can accurately simulate the long-tailed dispersion processes in natural rivers.",,,,,,,,10.1061/(ASCE)0733-9429(2004)130:5(422),,0733-9429,,http://hdl.handle.net/1969.1/164672,,en_US,,,,,,,,,,,Rivers||Advection||Wave dispersion||Numerical models||Stability analysis,,Numerical Solution of Fractional Advection-Dispersion Equation,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
2,1184,703d6434-bb36-402d-8acb-da25ed801066,1969.1/93296,,,,,,"Khedun, C. Prakash||Mishra, Ashok K.||Singh, Vijay P.||Giardino, John R.",2017-10-19T16:57:33Z,2017-10-19T16:57:33Z,,2014-01-14,,"The influence of two large-scale circulation patterns (the El Niño Southern Oscillation (ENSO) and the Pacific Decadal Oscillation (PDO)), and the effect of the interdecadal modulation of ENSO on precipitation in the state of Texas, U.S., was explored. Texas, by virtue of its size, topography, and geographical location, spans a wide range of climatic regions. The state is divided into 10 climate divisions. The precipitation pattern in each division follows different probability distributions. The climate regimes which trigger this difference are discussed. The seasonal correlation between ENSO and PDO with precipitation anomaly in each climate division was established. Copula-based models were developed to examine the dependence structure between the large-scale climate indices and average monthly seasonal precipitation. The choice of copula is discussed in light of the dependence structure. The selected copulas were then used to simulate precipitation anomalies in three climate divisions: one which has a semiarid climate, one located in the wettest region, and one straddling the subtropical humid and subtropical subhumid regions of the state. The statistical performance of bivariate models for ENSO and precipitation, and trivariate models for ENSO, PDO, and precipitation, in simulating precipitation anomalies were compared. In general, inclusion of PDO was found to improve simulation results. The most notable improvement was in simulating negative precipitation anomalies during La Niña and negative PDO. The copula models were also tested for their abilities to predict precipitation anomalies in these three regions. Again, the trivariate models performed better, especially in predicting droughts due to La Niña and negative PDO.",,,,,,,"Citation: Khedun, C. P., A. K. Mishra, V. P. Singh, J. R. Giardino (2014), A copula-based precipitation forecasting model: Investigating the interdecadal modulation of ENSO’s impacts on monthly precipitation, Water Resour. Res., 50, 580–600, doi:10.1002/ 2013WR013763",10.1002/2013WR013763,,,,http://hdl.handle.net/1969.1/164694,,en_US,,,,,,,,,,,,,A copula-based precipitation forecasting model: Investigating the interdecadal modulation of ENSO’s impacts on monthly precipitation,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
3,1185,792716fa-c60a-4d31-9ae3-15d49d150c76,1969.1/93296,,,,,,"Singh, V. P.||Yoo, D. H.",2017-10-19T15:14:50Z,2017-10-19T15:14:50Z,,2005-08-01,,"Two methods are proposed for the computation of friction factors of commercial pipes. The first method applies the mean value of the zero velocity point (MZVP) to a theoretical friction factor equation, and the other directly computes the mean friction factor (MFF) by averaging the friction factor of both the smooth and rough walls while considering their relative contribution. The MFF method is preferred, because it is simple but covers all the flow characteristics of commercial pipes. Both MFF and MZVP methods consider two parts of a wall with different roughness heights: One part is rough and the other is smooth. A regression analysis was performed to determine optimum values of the roughness height and probability of encountering each part, using several sets of field data, including galvanized iron, wrought iron, cast iron, concrete, riveted steel, and concrete. The analysis showed that both the roughness height and the relative contribution of the rough part are strongly dependent on the pipe diameter. The MFF method gave an average error of less than 3%, whereas the traditional Colebrook–White equation gave an average error of more than 11% when compared with Colebrook’s data.",,,,,,,,10.1061/(ASCE)0733-9429(2005)131:8(694),,0733-9429,,http://hdl.handle.net/1969.1/164678,,en_US,,,,,,,,,,,Pipe flow||Friction||Roughness||Velocity||Computation||Flow characteristics,,Two Methods for the Computation of Commercial Pipe Friction Factors,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
5,1187,78a29854-95d6-4e20-8bdd-9f17cb10c95b,1969.1/93296,,,,,,"Singh, Vijay P.||Tayfur, Gokmen",2017-10-19T14:57:58Z,2017-10-19T14:57:58Z,,2005-11-01,,"An artificial neural network (ANN) model was developed to predict the longitudinal dispersion coefficient in natural streams and rivers. The hydraulic variables [flow discharge (Q), flow depth (H), flow velocity (U), shear velocity (u*), and relative shear velocity (U/u*)] and geometric characteristics [channel width (B), channel sinuosity (σ), and channel shape parameter (β)] constituted inputs to the ANN model, whereas the dispersion coefficient (Kx) was the target model output. The model was trained and tested using 71 data sets of hydraulic and geometric parameters and dispersion coefficients measured on 29 streams and rivers in the United States. The training of the ANN model was accomplished with an explained variance of 90% of the dispersion coefficient. The dispersion coefficient values predicted by the ANN model satisfactorily compared with the measured values corresponding to different hydraulic and geometric characteristics. The predicted values were also compared with those predicted using several equations that have been suggested in the literature and it was found that the ANN model was superior in predicting the dispersion coefficient. The results of sensitivity analysis indicated that the Q data alone would be sufficient for predicting more frequently occurring low values of the dispersion coefficient (Kx < 100 m²/s). For narrower channels (B/H<50) using only U/u* data would be sufficient to predict the coefficient. If β and σ were used along with the flow variables, the prediction capability of the ANN model would be significantly improved.",,,,,,,,10.1061/ (ASCE) 0733-9429( 2005) 131:11( 991),,0733-9429,,http://hdl.handle.net/1969.1/164674,,en_US,,,,,,,,,,,Diffusion||Coefficients||Neural networks||River flow||Streamflow||Simulation||Physical properties,,Predicting Longitudinal Dispersion Coefficient in Natural Streams by Artificial Neural Network,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
6,1188,9c8e5832-45b1-4d73-8c4e-ea27c9376d3c,1969.1/93296,,,,,,"Barbe, D. E.||Cruise, J. F.||Singh, V. P.",2017-10-19T15:10:51Z,2017-10-19T15:10:51Z,,1991-10,,"A two-dimensional velocity profile based upon the principle of maximum entropy (POME) for wide open channel flows is presented. The derivation is based on the conservation of mass and momentum. The resulting profile involves three parameters that are determined from observations of mean velocity and the velocity at the water surface. The velocity profile is verified using field data in a river with a live bed. A comparison with three existing methods shows that the profile presented is the most accurate of the three, especially near the bed.",,,,,,,,,,0733-9429,,http://hdl.handle.net/1969.1/164677,,en_US,,,,,,,,,,,,,Solution of Three-Constraint Entropy-Based Velocity Distribution,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
1,1189,62ade8d5-e237-4579-9eef-e5ead3781a5f,1969.1/93296,,,,,,"Fityus, Stephen||Imre, Emoke||Lorincz, Janos||Singh, Vijay P.||Talata, Istvan||Tarnai, Tibor||Trang, Phong Q.",2017-10-19T16:29:26Z,2017-10-19T16:29:26Z,,2015-05-04,,"This paper deals with three grading entropy-based rules that describe different soil structure stability phenomena: an internal stability rule, a filtering rule and a segregation rule. These rules are elaborated on the basis of a large amount of laboratory testing and from existing knowledge in the field. Use is made of the theory of grading entropy to derive parameters which incorporate all of the information of the grading curve into a pair of entropy-based parameters that allow soils with common behaviours to be grouped into domains on an entropy diagram. Applications of the derived entropy-based rules are presented by examining the reason of a dam failure, by testing against the existing filter rules from the literature, and by giving some examples for the design of non-segregating grading curves (discrete particle size distributions by dry weight). A physical basis for the internal stability rule is established, wherein the higher values of base",,,,,,,,10.3390/e17052781,,1099-4300,,http://hdl.handle.net/1969.1/164690,,en_US,,,,,,,,,,,Grading entropy||Erosion||Suffosion||Filtering,,The Grading Entropy-based Criteria for Structural Stability of Granular Materials and Filters,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
2,1190,bbb58f46-ac75-4031-8075-1292395266ad,1969.1/93296,,,,,,"Afzalimehr, Hossein||Mohammadzade, Nazanin||Singh, Vijay P.",2017-10-19T15:49:26Z,2017-10-19T15:49:26Z,,2015,,"Vegetation in channels, rivers, reservoirs, and wetlands alters the flow turbulence characteristics. Vegetation has both positive and negative effects, depending on the objective of the hydraulic conduit. For example, it decreases conveyance capacity by obstructing flow by reducing the flow cross-sectional area and increasing resistance to flow and may, hence, increase flooding. On the other hand, it increases bank stability, reduces erosion and turbidity, provides habitat for aquatic and terrestrial wildlife, presents aesthetic properties, and filters pollutants. Using both field and laboratory experiments, this study investigates the influence of vegetation on turbulent characteristics and flow resistance for a channel with gravel bed and vegetation on banks. The results shows that vegetation affects the velocity distribution, the position of dip phonemenon, turbulent kinematic energy and drag coefficient. These changes can be observed in the distribution of shear stress, the quadrant analysis events and statistics moments.",,,,,,,,10.5923/j.ijhe.20150403.02,,,,http://hdl.handle.net/1969.1/164683,,en_US,,Scientific & Academic Publishing,,,,,,,,,Ecosystem||Gravel bed channels||Flow resistance||Turbulence||Vegetation,,Experimental Investigation of Influence of Vegetation on Flow Turbulence,Article,"Biological and Agricultural Engineering (College of
            Agriculture and Life Sciences)",,,,,,
3,1191,d2e094f3-3f7b-400d-a743-1cd9a3e08b2a,1969.1/93296,,,,,,"Algenio, Emilie||Thompson-Young, Alexia",2017-11-06T18:41:25Z,2017-11-06T18:41:25Z,,2005,,"As e-books settle into the academic market, the relationship between publishers, vendors, and libraries grows more complex. This article highlights how licenses, which govern this business affair, are no exception. From aggregators to individual publishers, from large STM companies to small societies, e-book enterprises must acknowledge library values in order to remain 
economically viable. For the benefit of all parties involved, new and better ways of balancing the profit-driven goal of selling e-books and the educational benefit of lending e-books need to be negotiated. In an environment where communication is encouraged, flexible licenses and subscription models can balance these issues.",,,,,,,"Algenio, Emilie, & Thompson-Young, Alexia. “Licensing E-Books: The Good, the Bad, and the Ugly.” Journal of Library Administration 42: 3/4 (2005): 113-128.",http://www.tandfonline.com/doi/abs/10.1300/J111v42n03_08,,,,http://hdl.handle.net/1969.1/164815,,,,Taylor and Francis,,,,,,,,,"E-books, electronic books, licensing, subscription models, digital content standards",,"Licensing E-Books: The Good, The Bad, and the Ugly",Article,University Libraries,,,,,,
5,1193,bea74bba-5bad-4853-a33c-4cf561df483c,1969.1/93296,,,,,,"Green, Sheila||Herbert, Bruce",2017-02-20T20:54:54Z,2017-02-20T20:54:54Z,,2017-02-20,,"Citation analysis and other bibliometric methods help justify your scholarly impact narrative by providing evidence of three characteristics of scholarship: scholarly output, scholarly impact, and the nature and development of scholarship over time or discipline. This guide provides research-based best practices specifically for biomedical researchers on the use of scholarly impact metrics and recommends strategies to enhance their scholarly identity.",,,,,,,,,,,,http://hdl.handle.net/1969.1/158814,,en_US,,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal,,scholarly impact metrics||citations||societal impact||biomedical researchers,,Best Practices for the Use of Scholarly Impact Metrics for Medicine,Learning Object,University Libraries,,,,,,
6,1194,2be9fabc-30b3-49d7-89bd-34a3719ff8f6,1969.1/93296,,,,,,"Mora, Miguel",2017-08-22T19:50:43Z,2017-08-22T19:50:43Z,,2017-08-22,,"The widespread use of neonicotinoid insecticides in recent years has led to increasing environmental concern, including impacts to avian populations. In Texas and across their range, Northern bobwhite (Colinus virginianus) habitat frequently overlaps cultivated cropland protected by neonicotinoids. To address the effects of neonicotinoid use on bobwhites in Texas, we conducted a historical analysis from 1978–2012 in Texas’ ecological regions using quail count data collected from North American Breeding Bird Survey and Texas Parks and Wildlife Department, and neonicotinoid use data from the U.S. Geological Survey. We considered bobwhite abundance, neonicotinoid use, climate, and land-use variables in our analysis. Neonicotinoid use was significantly (p<0.05) negatively associated with bobwhite abundance in the High Plains, Rolling Plains, Gulf Coast Prairies & Marshes, Edwards Plateau, and South Texas Plains ecological regions in the time periods following neonicotinoid introduction (1994–2003) or after their widespread use (2004–2012). Our analyses suggest that the use of neonicotinoid insecticides may negatively affect bobwhite populations in crop-producing regions of Texas.",Funding was provided through the Reversing the Quail Decline in Texas Initiative and the Upland Game Bird Stamp Fund based on a collaborative effort between Texas Parks and Wildlife Department and Texas A&M AgriLife Extension Service,,,,,,,,,,,http://hdl.handle.net/1969.1/161672,,,,,,PLOS ONE;PONE-D-17-16906,,,,http://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal,,"nenicotinoids, bobwhite quail, data, Texas",,Potential Impact of Neonicotinoid Use on Northern Bobwhite (Colinus virginianus) in Texas: A Historical Analysis,Dataset,Wildlife and Fisheries Sciences,,,,,,
1,1195,db0f722f-915f-4245-a9b4-eccf807a10f3,1969.1/93296,,,,,,"Yang, Zheng Ye (Lan)",2017-11-14T20:20:48Z,2017-11-14T20:20:48Z,,2006-08-22,,"Student workers are an indispensable component of library operations. They play an important role in delivering good library services to the patrons. Without student workers, the library would not function as effectively as it does. Literature search yields few papers addressing the topic of how student workers perceived their employment in the library. The author of this paper intends to fill the void in the literature by asking student workers in her interlibrary loan and document delivery department how they perceive their library jobs, the working environment, and the work ethic of staff and fellow students. The author would also like to find out how well students communicate with their supervisors, what training method is most preferred by student workers, what motivates students to do a good job, and what most often triggers their resignation from the library. Giving student workers an opportunity to voice their concerns/suggestions is a proactive way to lead the department to continue to serve successfully. Success and efficiency of a library’s operations depend greatly on student workers.",,,,,,,"Yang, Zheng Ye. (2006). ""Library Working Environment: From the Perspective of Student Workers.""  Chinese Librarianship: an International Electronic Journal, 22.  URL: http://www.iclc.us/cliej/cl22yang.htm",http://www.iclc.us/cliej/cl22.htm,,1089-4667,,http://hdl.handle.net/1969.1/164989,,en_US,,Chinese Librarianship: an International Electronic Journal,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,CC0 1.0 Universal,,Student workers||Job Satisfaction||Training||Job Motivation||Interlibrary Services||Document Delivery||Library,,Library Working Environment: From the Perspective of Student Workers,Article,University Libraries,,,,,,
2,1196,4580e6dd-f0b4-4243-ab3d-5f7e2b1a408f,1969.1/93296,,,,,,"Grace, Jacquelyn||Anderson, David",2017-12-05T21:26:42Z,2017-12-05T21:26:42Z,,2017-12-05,,"Raw data used for analyses in ""Early-life maltreatment predicts adult stress response in a long-lived wild bird"", published in Biology Letters.",,,,,,,,,,,,http://hdl.handle.net/1969.1/165171,,en_US,,,,,,,,http://creativecommons.org/licenses/by-nc-nd/3.0/us/,Attribution-NonCommercial-NoDerivs 3.0 United States,,"Abuse, cycle of violence, Nazca booby, seabird",,Data for “Early-life maltreatment predicts adult stress response in a long-lived wild bird” (Biology Letters),Dataset,Wildlife and Fisheries Sciences,,,,,,
3,1197,4923317c-78e9-49aa-a05c-ca1cae37a00b,1969.1/93296,,,,,,"Sherman, Bernard||Singh, Vijay P.",2017-08-31T18:57:42Z,2017-08-31T18:57:42Z,,1978-04,,"A kinematic wave model is developed to study surface irrigation. Depending on the variability of
infiltration and the kinematic wave friction parameter, three cases are distinguished. Explicit analytical
solutions are obtained for the case when infiltration is constant, and a possible approach is suggested for
the case when it is not.",,,,,,,"Sherman, B., and V. P. Singh (1978), A kinematic model for surface irrigation, Water Resour. Res., 14(2), 357–364, doi:10.1029/WR014i002p00357.",doi:10.1029/WR014i002p00357,,1944-7973,,http://hdl.handle.net/1969.1/161984,,en_US,,American Geophysical Union,,,,,,,,,Mathematical and statistical methods||Kinematic wave theory||Surface irrigation,Kinematic Model for Surface Irrigation,A Kinematic Model for Surface Irrigation,Article,,,,,,,
